2024-02-01 20:07:43,133 p=62 u=avd n=ansible | PLAY [Manage Arista EOS EVPN/VXLAN Configuration] *********************************************************************************************************************
2024-02-01 20:07:47,304 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item=/home/avd/projects/inventory/intended/structured_configs)
2024-02-01 20:07:47,564 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item=/home/avd/projects/inventory/documentation/fabric)
2024-02-01 20:07:47,633 p=62 u=avd n=ansible | TASK [arista.avd.eos_designs : Set eos_designs facts] *****************************************************************************************************************
2024-02-01 20:07:47,841 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1]
2024-02-01 20:07:47,908 p=62 u=avd n=ansible | TASK [arista.avd.eos_designs : Generate device configuration in structured format] ************************************************************************************
2024-02-01 20:07:49,008 p=62 u=avd n=ansible | changed: [RE-AVD-Spine3 -> localhost]
2024-02-01 20:07:49,021 p=62 u=avd n=ansible | changed: [RE-AVD-Spine4 -> localhost]
2024-02-01 20:07:49,033 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf1A -> localhost]
2024-02-01 20:07:49,045 p=62 u=avd n=ansible | changed: [RE-AVD-Spine2 -> localhost]
2024-02-01 20:07:49,057 p=62 u=avd n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 20:07:49,808 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf2A -> localhost]
2024-02-01 20:07:49,819 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf1A -> localhost]
2024-02-01 20:07:49,822 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf1B -> localhost]
2024-02-01 20:07:49,825 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf2B -> localhost]
2024-02-01 20:07:49,949 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf1B -> localhost]
2024-02-01 20:07:50,497 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf2A -> localhost]
2024-02-01 20:07:50,509 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf2B -> localhost]
2024-02-01 20:07:50,519 p=62 u=avd n=ansible | TASK [arista.avd.eos_designs : Generate fabric documentation] *********************************************************************************************************
2024-02-01 20:07:51,509 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 20:07:51,515 p=62 u=avd n=ansible | TASK [arista.avd.eos_designs : Generate fabric point-to-point links summary in csv format.] ***************************************************************************
2024-02-01 20:07:52,574 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 20:07:52,580 p=62 u=avd n=ansible | TASK [arista.avd.eos_designs : Generate fabric topology in csv format.] ***********************************************************************************************
2024-02-01 20:07:53,455 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 20:07:53,462 p=62 u=avd n=ansible | TASK [arista.avd.eos_designs : Remove avd_switch_facts] ***************************************************************************************************************
2024-02-01 20:07:53,476 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1]
2024-02-01 20:07:53,544 p=62 u=avd n=ansible | TASK [arista.avd.eos_cli_config_gen : Verify Requirements] ************************************************************************************************************
2024-02-01 20:07:53,566 p=62 u=avd n=ansible | skipping: [RE-AVD-Spine1]
2024-02-01 20:07:53,572 p=62 u=avd n=ansible | TASK [arista.avd.eos_cli_config_gen : Create required output directories if not present] ******************************************************************************
2024-02-01 20:07:53,897 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item=/home/avd/projects/inventory/intended/structured_configs)
2024-02-01 20:07:54,168 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item=/home/avd/projects/inventory/documentation)
2024-02-01 20:07:54,435 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item=/home/avd/projects/inventory/intended/configs)
2024-02-01 20:07:54,712 p=62 u=avd n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item=/home/avd/projects/inventory/documentation/devices)
2024-02-01 20:07:54,720 p=62 u=avd n=ansible | TASK [arista.avd.eos_cli_config_gen : Include device intended structure configuration variables] **********************************************************************
2024-02-01 20:07:54,747 p=62 u=avd n=ansible | skipping: [RE-AVD-Spine1]
2024-02-01 20:07:54,758 p=62 u=avd n=ansible | skipping: [RE-AVD-Spine2]
2024-02-01 20:07:54,771 p=62 u=avd n=ansible | skipping: [RE-AVD-Spine3]
2024-02-01 20:07:54,789 p=62 u=avd n=ansible | skipping: [RE-AVD-Spine4]
2024-02-01 20:07:54,811 p=62 u=avd n=ansible | skipping: [RE-AVD-Leaf1A]
2024-02-01 20:07:54,836 p=62 u=avd n=ansible | skipping: [RE-AVD-Leaf1B]
2024-02-01 20:07:54,849 p=62 u=avd n=ansible | skipping: [RE-AVD-Leaf2A]
2024-02-01 20:07:54,860 p=62 u=avd n=ansible | skipping: [RE-AVD-Leaf2B]
2024-02-01 20:07:54,871 p=62 u=avd n=ansible | skipping: [RE-AVD-L2Leaf1A]
2024-02-01 20:07:54,881 p=62 u=avd n=ansible | skipping: [RE-AVD-L2Leaf1B]
2024-02-01 20:07:54,888 p=62 u=avd n=ansible | skipping: [RE-AVD-L2Leaf2A]
2024-02-01 20:07:54,899 p=62 u=avd n=ansible | skipping: [RE-AVD-L2Leaf2B]
2024-02-01 20:07:54,997 p=62 u=avd n=ansible | TASK [arista.avd.eos_cli_config_gen : Generate eos intended configuration] ********************************************************************************************
2024-02-01 20:07:57,038 p=62 u=avd n=ansible | changed: [RE-AVD-Spine2 -> localhost]
2024-02-01 20:07:57,075 p=62 u=avd n=ansible | changed: [RE-AVD-Spine3 -> localhost]
2024-02-01 20:07:57,112 p=62 u=avd n=ansible | changed: [RE-AVD-Spine4 -> localhost]
2024-02-01 20:07:57,236 p=62 u=avd n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 20:07:57,275 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf1A -> localhost]
2024-02-01 20:07:58,825 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf1B -> localhost]
2024-02-01 20:07:58,843 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf2A -> localhost]
2024-02-01 20:07:58,922 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf2B -> localhost]
2024-02-01 20:07:58,998 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf1A -> localhost]
2024-02-01 20:07:59,193 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf1B -> localhost]
2024-02-01 20:08:00,560 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf2A -> localhost]
2024-02-01 20:08:00,560 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf2B -> localhost]
2024-02-01 20:08:00,568 p=62 u=avd n=ansible | TASK [arista.avd.eos_cli_config_gen : Generate device documentation] **************************************************************************************************
2024-02-01 20:08:02,688 p=62 u=avd n=ansible | changed: [RE-AVD-Spine3 -> localhost]
2024-02-01 20:08:02,701 p=62 u=avd n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 20:08:02,715 p=62 u=avd n=ansible | changed: [RE-AVD-Spine2 -> localhost]
2024-02-01 20:08:02,788 p=62 u=avd n=ansible | changed: [RE-AVD-Spine4 -> localhost]
2024-02-01 20:08:03,255 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf1A -> localhost]
2024-02-01 20:08:04,925 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf1A -> localhost]
2024-02-01 20:08:05,107 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf1B -> localhost]
2024-02-01 20:08:05,108 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf2A -> localhost]
2024-02-01 20:08:05,169 p=62 u=avd n=ansible | changed: [RE-AVD-Leaf2B -> localhost]
2024-02-01 20:08:05,370 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf1B -> localhost]
2024-02-01 20:08:06,765 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf2A -> localhost]
2024-02-01 20:08:06,850 p=62 u=avd n=ansible | changed: [RE-AVD-L2Leaf2B -> localhost]
2024-02-01 20:08:07,103 p=62 u=avd n=ansible | PLAY [Configuration deployment with CVaaS] ****************************************************************************************************************************
2024-02-01 20:08:07,111 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Create required output directories if not present] ***************************************************************************
2024-02-01 20:08:07,392 p=62 u=avd n=ansible | ok: [cvaas -> localhost] => (item=/home/avd/projects/inventory/intended/structured_configs/cvp)
2024-02-01 20:08:07,396 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Verify Requirements] *********************************************************************************************************
2024-02-01 20:08:07,437 p=62 u=avd n=ansible | AVD version 4.6.0-dev2
2024-02-01 20:08:07,437 p=62 u=avd n=ansible | Use -v for details.
2024-02-01 20:08:07,457 p=62 u=avd n=ansible | ok: [cvaas -> localhost]
2024-02-01 20:08:07,461 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Start creation/update process.] **********************************************************************************************
2024-02-01 20:08:07,494 p=62 u=avd n=ansible | included: /home/avd/.ansible/collections/ansible_collections/arista/avd/roles/eos_config_deploy_cvp/tasks/v3/main.yml for cvaas
2024-02-01 20:08:07,499 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Generate intended variables] *************************************************************************************************
2024-02-01 20:08:08,186 p=62 u=avd n=ansible | platform_type is set to eos
2024-02-01 20:08:08,520 p=62 u=avd n=ansible | ok: [cvaas]
2024-02-01 20:08:08,525 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Build DEVICES and CONTAINER definition for cvaas] ****************************************************************************
2024-02-01 20:08:09,149 p=62 u=avd n=ansible | changed: [cvaas -> localhost]
2024-02-01 20:08:09,152 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Start creation/update process.] **********************************************************************************************
2024-02-01 20:08:09,190 p=62 u=avd n=ansible | included: /home/avd/.ansible/collections/ansible_collections/arista/avd/roles/eos_config_deploy_cvp/tasks/v3/present.yml for cvaas
2024-02-01 20:08:09,196 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Load CVP device information for cvaas] ***************************************************************************************
2024-02-01 20:08:09,748 p=62 u=avd n=ansible | ok: [cvaas]
2024-02-01 20:08:09,753 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Create configlets on CVP cvaas.] *********************************************************************************************
2024-02-01 20:09:05,359 p=62 u=avd n=ansible | changed: [cvaas]
2024-02-01 20:09:05,406 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Execute any configlet generated tasks to update configuration on cvaas] ******************************************************
2024-02-01 20:09:05,509 p=62 u=avd n=ansible | skipping: [cvaas]
2024-02-01 20:09:05,517 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Building Containers topology on cvaas] ***************************************************************************************
2024-02-01 20:09:09,351 p=62 u=avd n=ansible | ok: [cvaas]
2024-02-01 20:09:09,356 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Execute pending tasks on cvaas] **********************************************************************************************
2024-02-01 20:09:09,392 p=62 u=avd n=ansible | skipping: [cvaas]
2024-02-01 20:09:09,397 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Configure devices on cvaas] **************************************************************************************************
2024-02-01 20:09:17,416 p=62 u=avd n=ansible | ok: [cvaas]
2024-02-01 20:09:17,421 p=62 u=avd n=ansible | TASK [arista.avd.eos_config_deploy_cvp : Execute pending tasks on cvaas] **********************************************************************************************
2024-02-01 20:09:17,454 p=62 u=avd n=ansible | skipping: [cvaas]
2024-02-01 20:09:17,472 p=62 u=avd n=ansible | PLAY RECAP ************************************************************************************************************************************************************
2024-02-01 20:09:17,473 p=62 u=avd n=ansible | RE-AVD-L2Leaf1A            : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,473 p=62 u=avd n=ansible | RE-AVD-L2Leaf1B            : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,474 p=62 u=avd n=ansible | RE-AVD-L2Leaf2A            : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,474 p=62 u=avd n=ansible | RE-AVD-L2Leaf2B            : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,474 p=62 u=avd n=ansible | RE-AVD-Leaf1A              : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,475 p=62 u=avd n=ansible | RE-AVD-Leaf1B              : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,475 p=62 u=avd n=ansible | RE-AVD-Leaf2A              : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,475 p=62 u=avd n=ansible | RE-AVD-Leaf2B              : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,475 p=62 u=avd n=ansible | RE-AVD-Spine1              : ok=23   changed=8    unreachable=0    failed=0    skipped=2    rescued=0    ignored=0   
2024-02-01 20:09:17,476 p=62 u=avd n=ansible | RE-AVD-Spine2              : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,476 p=62 u=avd n=ansible | RE-AVD-Spine3              : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,476 p=62 u=avd n=ansible | RE-AVD-Spine4              : ok=3    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2024-02-01 20:09:17,477 p=62 u=avd n=ansible | cvaas                      : ok=10   changed=2    unreachable=0    failed=0    skipped=3    rescued=0    ignored=0   
2024-02-01 20:09:17,574 p=2083 u=avd n=ansible | shutdown complete
2024-02-01 14:25:31,801 p=4800 u=redmonds n=ansible | # /Users/redmonds/.ansible/collections/ansible_collections
Collection        Version   
----------------- ----------

2024-02-01 14:25:31,802 p=4800 u=redmonds n=ansible | ansible.netcommon 6.0.0     
2024-02-01 14:25:31,802 p=4800 u=redmonds n=ansible | ansible.utils     3.0.0     
2024-02-01 14:25:31,802 p=4800 u=redmonds n=ansible | arista.avd        4.6.0-dev2
2024-02-01 14:25:31,802 p=4800 u=redmonds n=ansible | arista.cvp        3.10.1    
2024-02-01 14:25:31,802 p=4800 u=redmonds n=ansible | arista.eos        7.0.0     
2024-02-01 14:25:31,802 p=4800 u=redmonds n=ansible | community.general 6.2.0     
2024-02-01 14:25:31,802 p=4800 u=redmonds n=ansible | # /Users/redmonds/Documents/GitHub/ansible-avd/ansible_collections
Collection        Version   
----------------- ----------

2024-02-01 14:25:31,802 p=4800 u=redmonds n=ansible | arista.avd        4.0.0-dev9
2024-02-01 14:26:53,505 p=5120 u=redmonds n=ansible | # /Users/redmonds/.ansible/collections/ansible_collections
Collection        Version   
----------------- ----------

2024-02-01 14:26:53,505 p=5120 u=redmonds n=ansible | ansible.netcommon 6.0.0     
2024-02-01 14:26:53,505 p=5120 u=redmonds n=ansible | ansible.utils     3.0.0     
2024-02-01 14:26:53,505 p=5120 u=redmonds n=ansible | arista.avd        4.6.0-dev2
2024-02-01 14:26:53,505 p=5120 u=redmonds n=ansible | arista.cvp        3.10.1    
2024-02-01 14:26:53,505 p=5120 u=redmonds n=ansible | arista.eos        7.0.0     
2024-02-01 14:26:53,505 p=5120 u=redmonds n=ansible | community.general 6.2.0     
2024-02-01 14:26:53,505 p=5120 u=redmonds n=ansible | # /Users/redmonds/Documents/GitHub/ansible-avd/ansible_collections
Collection        Version   
----------------- ----------

2024-02-01 14:26:53,505 p=5120 u=redmonds n=ansible | arista.avd        4.0.0-dev9
2024-02-01 14:28:12,492 p=5730 u=redmonds n=ansible | # /Users/redmonds/.ansible/collections/ansible_collections
Collection        Version   
----------------- ----------

2024-02-01 14:28:12,492 p=5730 u=redmonds n=ansible | ansible.netcommon 6.0.0     
2024-02-01 14:28:12,492 p=5730 u=redmonds n=ansible | ansible.utils     3.0.0     
2024-02-01 14:28:12,492 p=5730 u=redmonds n=ansible | arista.avd        4.6.0-dev2
2024-02-01 14:28:12,492 p=5730 u=redmonds n=ansible | arista.cvp        3.10.1    
2024-02-01 14:28:12,492 p=5730 u=redmonds n=ansible | arista.eos        7.0.0     
2024-02-01 14:28:12,492 p=5730 u=redmonds n=ansible | community.general 6.2.0     
2024-02-01 14:28:12,492 p=5730 u=redmonds n=ansible | # /Users/redmonds/Documents/GitHub/ansible-avd/ansible_collections
Collection        Version   
----------------- ----------

2024-02-01 14:28:12,492 p=5730 u=redmonds n=ansible | arista.avd        4.0.0-dev9
2024-02-01 14:39:27,573 p=8495 u=redmonds n=ansible | PLAY [Manage Arista EOS EVPN/VXLAN Configuration] *********************************************************************************************************************
2024-02-01 14:39:27,692 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Cleanup existing folders in /Users/redmonds/Documents/GitHub/avd-lab/inventory/intended] **************************************
2024-02-01 14:39:30,146 p=8495 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:30,150 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder /Users/redmonds/Documents/GitHub/avd-lab/inventory/intended] ****************************************************
2024-02-01 14:39:31,347 p=8495 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:31,352 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder structured_configs for structured YAML files] *******************************************************************
2024-02-01 14:39:32,774 p=8495 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:32,792 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder configs for EOS Configuration files] ****************************************************************************
2024-02-01 14:39:34,388 p=8495 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:34,396 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder cvp for CVP structured YAML files] ******************************************************************************
2024-02-01 14:39:35,963 p=8495 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:35,976 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create documentation folder: documentation] ***********************************************************************************
2024-02-01 14:39:37,245 p=8495 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:37,253 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder fabric for Fabric documentation] ********************************************************************************
2024-02-01 14:39:38,334 p=8495 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:38,340 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder devices for EOS documentation] **********************************************************************************
2024-02-01 14:39:40,134 p=8495 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:40,143 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder /Users/redmonds/Documents/GitHub/avd-lab/inventory/config_backup for EOS post backup dir] ***********************
2024-02-01 14:39:41,723 p=8495 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:41,727 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder /Users/redmonds/Documents/GitHub/avd-lab/inventory/config_backup for EOS pre backup dir] ************************
2024-02-01 14:39:43,679 p=8495 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:43,692 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder reports for EOS state report dir] *******************************************************************************
2024-02-01 14:39:45,181 p=8495 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:39:45,184 p=8495 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create output directory for each EOS device] **********************************************************************************
2024-02-01 14:39:45,906 p=8495 u=redmonds n=ansible |  [ERROR]: User interrupted execution

2024-02-01 14:41:15,119 p=9234 u=redmonds n=ansible | PLAY [Manage Arista EOS EVPN/VXLAN Configuration] **************************************************************************************************************************************************************************
2024-02-01 14:41:15,191 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Cleanup existing folders in /Users/redmonds/Documents/GitHub/avd-lab/inventory/intended] *******************************************************************************************
2024-02-01 14:41:16,926 p=9234 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:16,931 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder /Users/redmonds/Documents/GitHub/avd-lab/inventory/intended] *********************************************************************************************************
2024-02-01 14:41:18,224 p=9234 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:18,229 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder structured_configs for structured YAML files] ************************************************************************************************************************
2024-02-01 14:41:19,662 p=9234 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:19,667 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder configs for EOS Configuration files] *********************************************************************************************************************************
2024-02-01 14:41:21,436 p=9234 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:21,443 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder cvp for CVP structured YAML files] ***********************************************************************************************************************************
2024-02-01 14:41:22,704 p=9234 u=redmonds n=ansible | changed: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:22,733 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create documentation folder: documentation] ****************************************************************************************************************************************
2024-02-01 14:41:24,090 p=9234 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:24,096 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder fabric for Fabric documentation] *************************************************************************************************************************************
2024-02-01 14:41:25,529 p=9234 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:25,543 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder devices for EOS documentation] ***************************************************************************************************************************************
2024-02-01 14:41:26,941 p=9234 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:26,945 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder /Users/redmonds/Documents/GitHub/avd-lab/inventory/config_backup for EOS post backup dir] ****************************************************************************
2024-02-01 14:41:28,209 p=9234 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:28,216 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder /Users/redmonds/Documents/GitHub/avd-lab/inventory/config_backup for EOS pre backup dir] *****************************************************************************
2024-02-01 14:41:29,478 p=9234 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:29,481 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create folder reports for EOS state report dir] ************************************************************************************************************************************
2024-02-01 14:41:30,643 p=9234 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:30,650 p=9234 u=redmonds n=ansible | TASK [arista.avd.build_output_folders : Create output directory for each EOS device] ***************************************************************************************************************************************
2024-02-01 14:41:32,017 p=9234 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost]
2024-02-01 14:41:32,221 p=9234 u=redmonds n=ansible | TASK [arista.avd.eos_designs : Verify Requirements] ************************************************************************************************************************************************************************
2024-02-01 14:41:32,405 p=9234 u=redmonds n=ansible | AVD version 4.6.0-dev2
2024-02-01 14:41:32,405 p=9234 u=redmonds n=ansible | Use -v for details.
